priority,tier,session,signal,q,body,source,topics,title,url,path
845,2,v2-overnight,5,0.94,8000,en.wikipedia.org,Color & Palette|Photography,CMYK color model - Wikipedia,https://en.wikipedia.org/wiki/CMYK_color_model,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093623-q93-cmyk-color-model-wikipedia.md
846,2,v2-overnight,5,0.91,8000,en.wikipedia.org,Typography & Type|Web & UI,Typeface - Wikipedia,https://en.wikipedia.org/wiki/Typeface,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-165424-q91-typeface-wikipedia.md
847,2,v2-overnight,5,0.85,8000,en.wikipedia.org,Typography & Type|Minimalism,Leading - Wikipedia,https://en.wikipedia.org/wiki/Leading,/Users/nothingfear/overnight-ai-aesthetic/out/a-20260603-033119-q84-leading-wikipedia.md
848,2,v2-overnight,5,0.85,8000,en.wikipedia.org,Editorial & Print|Material & 3D,Letter spacing - Wikipedia,https://en.wikipedia.org/wiki/Tracking_(typography),/Users/nothingfear/overnight-ai-aesthetic/out/a-20260603-033120-q84-letter-spacing-wikipedia.md
849,2,v2-overnight,5,0.85,8000,en.wikipedia.org,Typography & Type|Layout & Grid,Typographic alignment - Wikipedia,https://en.wikipedia.org/wiki/Alignment_(typesetting),/Users/nothingfear/overnight-ai-aesthetic/out/a-20260603-033122-q84-typographic-alignment-wikipedia.md
850,2,v2-overnight,5,0.95,8000,en.wikipedia.org,Web & UI|Typography & Type,Print design - Wikipedia,https://en.wikipedia.org/wiki/Print_design,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093353-q95-print-design-wikipedia.md
851,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Web & UI|Color & Palette,Industrial design - Wikipedia,https://en.wikipedia.org/wiki/Industrial_design,/Users/nothingfear/overnight-ai-aesthetic/out/a-c6-20260603-114258-q100-industrial-design-wikipedia.md
852,2,v2-overnight,5,0.84,8000,en.wikipedia.org,Typography & Type|Architecture & Brutalism,Josef Müller-Brockmann - Wikipedia,https://en.wikipedia.org/wiki/Josef_M%C3%BCller-Brockmann,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-034455-q83-josef-m-ller-brockmann-wikipedia.md
853,2,v2-overnight,5,0.77,8000,en.wikipedia.org,Movement & History|Typography & Type,Swiss Style (design) - Wikipedia,https://en.wikipedia.org/wiki/Swiss_Style_(design),/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-034500-q76-swiss-style-design-wikipedia.md
854,2,v2-overnight,5,0.94,8000,en.wikipedia.org,Web & UI|Material & 3D,Flat design - Wikipedia,https://en.wikipedia.org/wiki/Flat_design,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-165320-q94-flat-design-wikipedia.md
855,2,v2-overnight,5,0.92,8000,en.wikipedia.org,Typography & Type|Color & Palette,Serif - Wikipedia,https://en.wikipedia.org/wiki/Serif,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-165412-q92-serif-wikipedia.md
856,2,v2-overnight,5,0.86,8000,en.wikipedia.org,Movement & History|Photography,Graphic design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Graphic_design&amp;action=edit&amp;section=,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-043801-q85-graphic-design-wikipedia.md
857,2,v2-overnight,5,0.86,8000,en.wikipedia.org,Movement & History|Photography,Graphic design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Graphic_design&amp;action=edit,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-043803-q85-graphic-design-wikipedia.md
858,2,v2-overnight,5,0.86,8000,web.archive.org,AI & Design|Movement & History,Vigencia de la Bauhaus en la formación académica de los diseñadores gráficos | Calle 14 re,https://web.archive.org/web/20220312145640/https://revistas.udistrital.edu.co/index.php/c14/article/view/10133,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-043824-q85-vigencia-de-la-bauhaus-en-la-formaci-n-acad-mica-d.md
859,2,v2-overnight,5,0.85,8000,web.archive.org,Editorial & Print|Color & Palette,Graphic Design &lt; College of the Sequoias,https://web.archive.org/web/20210922013152/https://catalog.cos.edu/areas-study/graphic-design/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-043833-q85-graphic-design-lt-college-of-the-sequoias.md
860,2,v2-overnight,5,0.85,8000,web.archive.org,Web & UI|AI & Design,How Graphic Design Can Make Flying Just a Little Bit Safer - Facts So Romantic - Nautilus,https://web.archive.org/web/20201111171148/http://nautil.us/blog/how-graphic-design-can-make-flying-just-a-little-bit-safer,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-043855-q85-how-graphic-design-can-make-flying-just-a-little-b.md
861,2,v2-overnight,5,0.85,8000,web.archive.org,Editorial & Print|Movement & History,V&amp;A &middot; William Morris: Literature And Book Design,https://web.archive.org/web/20220519122805/https://www.vam.ac.uk/articles/william-morris-text,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-043948-q84-v-amp-a-middot-william-morris-literature-and-book-.md
862,2,v2-overnight,5,0.89,8000,web.archive.org,Web & UI|AI & Design,Paul Shaw Letter Design &raquo; The Definitive Dwiggins no. 81A—W.A. Dwiggins and &#8220;g,https://web.archive.org/web/20200808204420/https://www.paulshawletterdesign.com/2020/05/the-definitive-dwiggins-no-81a-w-a-dwiggins-and-graphic-design-a-brief-rejoinder-to-steven-heller-and-bruce-kennett/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-044005-q88-paul-shaw-letter-design-raquo-the-definitive-dwigg.md
863,2,v2-overnight,5,0.86,8000,en.wikipedia.org,Movement & History|Photography,Graphic design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Graphic_design&amp;oldid=1356856150,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-044152-q85-graphic-design-wikipedia.md
864,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Typography & Type|Editorial & Print,Typography - Wikipedia,https://en.wikipedia.org/wiki/Typography,/Users/nothingfear/overnight-ai-aesthetic/out/a-c5-20260603-111522-q100-typography-wikipedia.md
865,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Web & UI|Color & Palette,Web design - Wikipedia,https://en.wikipedia.org/wiki/Web_design,/Users/nothingfear/overnight-ai-aesthetic/out/a-c5-20260603-111529-q100-web-design-wikipedia.md
866,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Web & UI|Typography & Type,Print design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Print_design&amp;oldid=1343310350,/Users/nothingfear/overnight-ai-aesthetic/out/a-c5-20260603-112231-q100-print-design-wikipedia.md
867,2,v2-overnight,5,0.85,8000,en.wikipedia.org,Typography & Type|Color & Palette,Kerning - Wikipedia,https://en.wikipedia.org/wiki/Kerning,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-074044-q85-kerning-wikipedia.md
868,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Material & 3D|Color & Palette,Memphis Group - Wikipedia,https://en.wikipedia.org/w/index.php?title=Memphis_Group&amp;oldid=1353610323,/Users/nothingfear/overnight-ai-aesthetic/out/a-c12-20260603-222607-q100-memphis-group-wikipedia.md
869,2,v2-overnight,5,0.93,8000,www.wikidata.org,AI & Design|Editorial & Print,Wikidata:Scholia - Wikidata,https://www.wikidata.org/wiki/Wikidata:Scholia,/Users/nothingfear/overnight-ai-aesthetic/out/a-c13-20260603-232109-q92-wikidata-scholia-wikidata.md
870,2,v2-overnight,5,1.00,8000,web.archive.org,Editorial & Print|Color & Palette,Albert York and Giorgio Morandi / artcritical,https://web.archive.org/web/20140309022743/http://www.artcritical.com/2004/10/01/albert-york-and-giorgio-morandi/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c14-20260603-233105-q100-albert-york-and-giorgio-morandi-artcritical.md
871,2,v2-overnight,5,1.00,8000,web.archive.org,Layout & Grid|Color & Palette,De Stijl Movement Overview | TheArtStory,https://web.archive.org/web/20221009060907/https://www.theartstory.org/movement/de-stijl/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c14-20260603-233212-q100-de-stijl-movement-overview-theartstory.md
872,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Web & UI|Material & 3D,Flat design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Flat_design&amp;oldid=1354407772,/Users/nothingfear/overnight-ai-aesthetic/out/a-c15-20260604-000551-q100-flat-design-wikipedia.md
873,2,v2-overnight,5,0.97,8000,www.wikidata.org,Color & Palette|Music & Album,color - Wikidata,https://www.wikidata.org/wiki/Special:EntityPage/Q1075,/Users/nothingfear/overnight-ai-aesthetic/out/a-c16-20260604-002820-q96-color-wikidata.md
874,2,v2-overnight,5,0.97,8000,www.wikidata.org,Color & Palette|Music & Album,color - Wikidata,https://www.wikidata.org/wiki/Q1075,/Users/nothingfear/overnight-ai-aesthetic/out/a-c16-20260604-004131-q96-color-wikidata.md
875,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Layout & Grid|AI & Design,Visual hierarchy - Wikipedia,https://en.wikipedia.org/wiki/Visual_hierarchy,/Users/nothingfear/overnight-ai-aesthetic/out/a-c6-20260603-114239-q100-visual-hierarchy-wikipedia.md
876,2,v2-overnight,5,0.95,8000,en.wikipedia.org,Material & 3D|Color & Palette,Memphis Group - Wikipedia,https://en.wikipedia.org/wiki/Memphis_Group,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093546-q94-memphis-group-wikipedia.md
877,2,v2-overnight,5,0.93,8000,en.wikipedia.org,Color & Palette|Typography & Type,Color scheme - Wikipedia,https://en.wikipedia.org/wiki/Color_scheme,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093639-q93-color-scheme-wikipedia.md
878,2,v2-overnight,5,0.92,8000,en.wikipedia.org,Typography & Type|Editorial & Print,Letter case - Wikipedia,https://en.wikipedia.org/wiki/Letter_case,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-165455-q92-letter-case-wikipedia.md
879,2,v2-overnight,5,0.96,8000,en.wikipedia.org,Architecture & Brutalism|Color & Palette,Ettore Sottsass - Wikipedia,https://en.wikipedia.org/wiki/Ettore_Sottsass,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-165929-q96-ettore-sottsass-wikipedia.md
880,2,v2-overnight,5,0.96,8000,en.wikipedia.org,Architecture & Brutalism|Typography & Type,"Bauhaus University, Weimar - Wikipedia","https://en.wikipedia.org/wiki/Bauhaus_University,_Weimar",/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-170030-q95-bauhaus-university-weimar-wikipedia.md
881,2,v2-overnight,5,0.94,8000,en.wikipedia.org,Architecture & Brutalism|AI & Design,Alvar Aalto - Wikipedia,https://en.wikipedia.org/wiki/Alvar_Aalto,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-170409-q93-alvar-aalto-wikipedia.md
882,2,v2-overnight,5,0.93,8000,en.wikipedia.org,Architecture & Brutalism|Web & UI,Olivetti - Wikipedia,https://en.wikipedia.org/wiki/Olivetti,/Users/nothingfear/overnight-ai-aesthetic/out/a-c3-20260603-170514-q93-olivetti-wikipedia.md
883,2,v2-overnight,5,0.83,8000,www.wikidata.org,Photography,Paul Rand - Wikidata,https://www.wikidata.org/wiki/Special:EntityPage/Q468160,/Users/nothingfear/overnight-ai-aesthetic/out/a-c7-20260603-121035-q82-paul-rand-wikidata.md
884,2,v2-overnight,5,0.83,8000,www.wikidata.org,Photography,Paul Rand - Wikidata,https://www.wikidata.org/wiki/Q468160,/Users/nothingfear/overnight-ai-aesthetic/out/a-c7-20260603-121303-q82-paul-rand-wikidata.md
885,2,v2-overnight,5,1.00,8000,en.wikipedia.org,Web & UI|Color & Palette,Industrial design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Industrial_design&amp;oldid=1352825302,/Users/nothingfear/overnight-ai-aesthetic/out/a-c8-20260603-192445-q100-industrial-design-wikipedia.md
886,2,v2-overnight,5,1.00,8000,web.archive.org,Editorial & Print|AI & Design,"Kerry William Purcell, An Interview with Massimo Vignelli (Published in Grafik Magazine, N",https://web.archive.org/web/20120425141534/http://kerrywilliampurcell.tumblr.com/post/2473295932/an-interview-with-massimo-vignelli-published-in-grafik,/Users/nothingfear/overnight-ai-aesthetic/out/a-c9-20260603-200537-q100-kerry-william-purcell-an-interview-with-massimo-vi.md
887,2,v2-overnight,5,0.87,8000,www.wikidata.org,Architecture & Brutalism|Photography,Lella Vignelli - Wikidata,https://www.wikidata.org/wiki/Q6520921,/Users/nothingfear/overnight-ai-aesthetic/out/a-c9-20260603-200821-q87-lella-vignelli-wikidata.md
888,2,v2-overnight,5,1.00,7999,en.wikipedia.org,Editorial & Print|Material & 3D,Page layout - Wikipedia,https://en.wikipedia.org/wiki/Page_layout,/Users/nothingfear/overnight-ai-aesthetic/out/a-c6-20260603-113744-q100-page-layout-wikipedia.md
889,2,v2-overnight,5,1.00,7999,en.wikipedia.org,Editorial & Print|Web & UI,American Institute of Graphic Arts - Wikipedia,https://en.wikipedia.org/wiki/AIGA,/Users/nothingfear/overnight-ai-aesthetic/out/a-c6-20260603-115351-q100-american-institute-of-graphic-arts-wikipedia.md
890,2,v2-overnight,5,0.96,7999,en.wikipedia.org,Color & Palette|AI & Design,Paul Rand - Wikipedia,https://en.wikipedia.org/wiki/Paul_Rand,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093452-q95-paul-rand-wikipedia.md
891,2,v2-overnight,5,0.85,7999,web.archive.org,Editorial & Print|Web & UI,graphic design | art | Britannica,https://web.archive.org/web/20220313070810/https://www.britannica.com/art/graphic-design,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-043916-q84-graphic-design-art-britannica.md
892,2,v2-overnight,5,1.00,7999,en.wikipedia.org,Editorial & Print|Material & 3D,Page layout - Wikipedia,https://en.wikipedia.org/w/index.php?title=Page_layout&amp;action=edit,/Users/nothingfear/overnight-ai-aesthetic/out/a-c7-20260603-191000-q100-page-layout-wikipedia.md
893,2,v2-overnight,5,1.00,7999,en.wikipedia.org,Editorial & Print|Material & 3D,Page layout - Wikipedia,https://en.wikipedia.org/w/index.php?title=Page_layout&amp;oldid=1354370518,/Users/nothingfear/overnight-ai-aesthetic/out/a-c7-20260603-191141-q100-page-layout-wikipedia.md
894,2,v2-overnight,5,0.94,7999,en.wikipedia.org,Color & Palette|Web & UI,Pantone - Wikipedia,https://en.wikipedia.org/wiki/Pantone,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093628-q93-pantone-wikipedia.md
895,2,v2-overnight,5,0.91,7999,en.wikipedia.org,Typography & Type|Color & Palette,Sans-serif - Wikipedia,https://en.wikipedia.org/wiki/Sans-serif,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093649-q90-sans-serif-wikipedia.md
896,2,v2-overnight,5,1.00,7999,web.archive.org,Web & UI|AI & Design,Wim Crouwel on his 80th Birthday - Design.nl,https://web.archive.org/web/20220127135632/http://design.nl/item/wim_crouwel_on_his_80th_birthday,/Users/nothingfear/overnight-ai-aesthetic/out/a-c10-20260603-202618-q100-wim-crouwel-on-his-80th-birthday-design-nl.md
897,2,v2-overnight,5,1.00,7999,en.wikipedia.org,Color & Palette|AI & Design,Paul Rand - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paul_Rand&amp;oldid=1355863297,/Users/nothingfear/overnight-ai-aesthetic/out/a-c7-20260603-121735-q100-paul-rand-wikipedia.md
898,2,v2-overnight,5,1.00,7999,en.wikipedia.org,Editorial & Print|Web & UI,American Institute of Graphic Arts - Wikipedia,https://en.wikipedia.org/w/index.php?title=American_Institute_of_Graphic_Arts&amp;oldid=1352445728,/Users/nothingfear/overnight-ai-aesthetic/out/a-c9-20260603-195435-q100-american-institute-of-graphic-arts-wikipedia.md
899,2,v1-PROMPT-EXPLORE,5,0.92,7968,web.archive.org,Typography & Type|Color & Palette,The Design of Symbols,https://web.archive.org/web/20111028093445/http://www.nytimes.com/2011/10/23/books/review/the-design-of-symbols.html,/tmp/design-study/auto-v5/design/a-20260604-014954-q9D-the-design-of-symbols.md
900,2,v1-PROMPT-EXPLORE,5,0.92,7940,web.archive.org,Color & Palette|Editorial & Print,Film | Popular Topics on Imprint — Imprint-The Online Community for Graphic Designers,https://web.archive.org/web/20111028081600/http://imprint.printmag.com/film,/tmp/design-study/auto-v5/design/a-20260604-083913-q9D-film-popular-topics-on-imprint-imprint-the-onl.md
901,2,v1-PROMPT-EXPLORE,5,0.91,7902,en.wikipedia.org,Color & Palette,Button (computing) - Wikipedia,https://en.wikipedia.org/wiki/Button_(computing),/tmp/design-study/auto-v5/design/a-20260603-201808-q9D-button-computing-wikipedia.md
902,2,v2-overnight,5,1.00,7886,web.archive.org,AI & Design|Photography,European Design - 2007 Erik Spiekermann,https://web.archive.org/web/20120626143958/http://www.europeandesign.org/ed-awards/hall-of-fame/erik-spiekermann/,/Users/nothingfear/overnight-ai-aesthetic/out/a-c7-20260603-122012-q100-european-design-2007-erik-spiekermann.md
903,2,v1-PROMPT-EXPLORE,5,0.89,7769,web.archive.org,Web & UI|Process & Studio,Mathias Bengtsson / - Design/Designer Information,https://web.archive.org/web/20091221073948/http://designmuseum.org/design/mathias-bengtsson,/tmp/design-study/auto-v5/design/a-20260604-003213-q8D-mathias-bengtsson-design-designer-information.md
904,2,v1-PROMPT-EXPLORE,5,0.89,7769,web.archive.org,Web & UI|Process & Studio,Mathias Bengtsson / - Design/Designer Information,https://web.archive.org/web/20091221083250/http://www.designmuseum.org/design/mathias-bengtsson,/tmp/design-study/auto-v5/design/a-20260604-013426-q8D-mathias-bengtsson-design-designer-information.md
905,2,v1-PROMPT-EXPLORE,5,0.89,7769,web.archive.org,Web & UI|Process & Studio,Mathias Bengtsson / - Design/Designer Information,https://web.archive.org/web/20091221072749/http://www.designmuseum.org/design/mathias-bengtsson,/tmp/design-study/auto-v5/design/a-20260604-082707-q8D-mathias-bengtsson-design-designer-information.md
906,2,v1-PROMPT-EXPLORE,5,0.92,7768,en.wikipedia.org,Color & Palette|Web & UI,Landor Associates - Wikipedia,https://en.wikipedia.org/wiki/Landor_Associates,/tmp/design-study/auto-v5/design/a-20260603-174316-q9D-landor-associates-wikipedia.md
907,2,v1-PROMPT-EXPLORE,5,0.91,7633,en.wikipedia.org,Color & Palette|Editorial & Print,Wallpaper (magazine) - Wikipedia,https://en.wikipedia.org/wiki/Wallpaper_(magazine),/tmp/design-study/auto-v5/design/a-20260603-173747-q9D-wallpaper-magazine-wikipedia.md
908,2,v1-PROMPT-EXPLORE,5,0.91,7508,en.wikipedia.org,Color & Palette,Erik Spiekermann - Wikipedia,https://en.wikipedia.org/wiki/Erik_Spiekermann,/tmp/design-study/auto-v5/design/a-20260603-210754-q9D-erik-spiekermann-wikipedia.md
909,2,v2-overnight,5,0.93,7434,en.wikipedia.org,AI & Design|Web & UI,Erik Spiekermann - Wikipedia,https://en.wikipedia.org/wiki/Erik_Spiekermann,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093504-q93-erik-spiekermann-wikipedia.md
910,2,v2-overnight,5,1.00,7434,en.wikipedia.org,AI & Design|Web & UI,Erik Spiekermann - Wikipedia,https://en.wikipedia.org/w/index.php?title=Erik_Spiekermann&amp;oldid=1342770096,/Users/nothingfear/overnight-ai-aesthetic/out/a-c10-20260603-202432-q100-erik-spiekermann-wikipedia.md
911,2,v2-overnight,5,1.00,7434,en.wikipedia.org,AI & Design|Web & UI,Erik Spiekermann - Wikipedia,https://en.wikipedia.org/w/index.php?title=Erik_Spiekermann&amp;action=edit,/Users/nothingfear/overnight-ai-aesthetic/out/a-c9-20260603-201705-q100-erik-spiekermann-wikipedia.md
912,2,v2-overnight,5,0.94,7397,en.wikipedia.org,Typography & Type|Editorial & Print,Wim Crouwel - Wikipedia,https://en.wikipedia.org/wiki/Wim_Crouwel,/Users/nothingfear/overnight-ai-aesthetic/out/a-c2-20260603-093509-q93-wim-crouwel-wikipedia.md
913,2,v2-overnight,5,1.00,7397,en.wikipedia.org,Typography & Type|Editorial & Print,Wim Crouwel - Wikipedia,https://en.wikipedia.org/w/index.php?title=Wim_Crouwel&amp;oldid=1343438067,/Users/nothingfear/overnight-ai-aesthetic/out/a-c10-20260603-202837-q100-wim-crouwel-wikipedia.md
914,2,v2-overnight,5,0.88,7383,web.archive.org,Editorial & Print|Layout & Grid,How and Why to Do Rough Thumbnail Sketches of Layouts in Desktop Publishing,https://web.archive.org/web/20131206171848/http://desktoppub.about.com/cs/basic/a/thumbnails.htm?terms=squiggle,/Users/nothingfear/overnight-ai-aesthetic/out/a-c1-20260603-044054-q87-how-and-why-to-do-rough-thumbnail-sketches-of-layo.md
915,2,v2-overnight,5,1.00,7356,web.archive.org,Editorial & Print|AI & Design,Massimo Vignelli dies aged 83 | News | Design Week,https://web.archive.org/web/20140830034944/http://www.designweek.co.uk/news/massimo-vignelli-dies-aged-83/3038509.article,/Users/nothingfear/overnight-ai-aesthetic/out/a-c9-20260603-195920-q100-massimo-vignelli-dies-aged-83-news-design-week.md
